season,League_name,team_long_name_x,W,D,L,GF,GA,Pts,GD,rank,coordinates_x,coordinates_y,team_figure_url
2014/2015,Scotland Premier League,St. Johnstone FC,16,9,13,34,34,57,0,4,-3.476928,56.409686,
2014/2015,Scotland Premier League,St. Mirren,9,3,26,30,66,30,-36,12,-4.443889,55.850556,
2014/2015,Spain LIGA BBVA,Athletic Club de Bilbao,15,10,13,42,41,55,1,7,-2.949369,43.264205,
2014/2015,Spain LIGA BBVA,Atlético Madrid,23,9,6,67,29,78,38,3,-3.599444,40.436111,
2014/2015,Spain LIGA BBVA,Córdoba CF,3,11,24,22,68,20,-46,20,-4.764642,37.872294,
2014/2015,Spain LIGA BBVA,Elche CF,11,8,19,35,62,41,-27,13,-0.663333,38.266944,
2014/2015,Spain LIGA BBVA,FC Barcelona,30,4,4,110,21,94,89,1,2.12005,41.380081,
2014/2015,Spain LIGA BBVA,Getafe CF,10,7,21,33,64,37,-31,14,-3.714722,40.325556,
2014/2015,Spain LIGA BBVA,Granada CF,7,14,17,29,64,35,-35,18,-3.595736,37.152967,
2014/2015,Spain LIGA BBVA,Levante UD,9,10,19,34,67,37,-33,15,-0.364167,39.494722,
2014/2015,Spain LIGA BBVA,Málaga CF,14,8,16,42,48,50,-6,9,-4.427226608,36.73438436,
2014/2015,Spain LIGA BBVA,RC Celta de Vigo,13,12,13,47,44,51,3,8,-8.673340348,42.24705444,
2014/2015,Spain LIGA BBVA,RC Deportivo de La Coruña,7,14,17,35,60,35,-25,17,-8.417372,43.368667,
2014/2015,Spain LIGA BBVA,RCD Espanyol,13,10,15,47,51,49,-4,10,2.075667,41.347861,
2014/2015,Spain LIGA BBVA,Rayo Vallecano,15,4,19,46,68,49,-22,11,-3.658961,40.391944,
2014/2015,Spain LIGA BBVA,Real Madrid CF,30,2,6,118,38,92,80,2,-3.68835,40.45306,
2014/2015,Spain LIGA BBVA,Real Sociedad,11,13,14,44,51,46,-7,12,-1.973617,43.301378,
2014/2015,Spain LIGA BBVA,SD Eibar,9,8,21,34,55,35,-21,16,-2.475803,43.181706,
2014/2015,Spain LIGA BBVA,Sevilla FC,23,7,8,71,45,76,26,5,-5.970467,37.383878,
2014/2015,Spain LIGA BBVA,UD Almería,8,8,22,35,64,32,-29,19,-2.44529,36.862,
2014/2015,Spain LIGA BBVA,Valencia CF,22,11,5,70,32,77,38,4,-0.358333,39.474722,
2014/2015,Spain LIGA BBVA,Villarreal CF,16,12,10,48,37,60,11,6,-0.11501,39.94046,
2014/2015,Switzerland Super League,BSC Young Boys,19,9,8,64,45,66,19,2,7.465,46.962778,
2014/2015,Switzerland Super League,FC Aarau,6,12,18,31,64,30,-33,10,8.06,47.383333,
2014/2015,Switzerland Super League,FC Basel,24,6,6,84,41,78,43,1,7.62,47.541389,
2014/2015,Switzerland Super League,FC Luzern,12,11,13,54,46,47,8,5,8.305187,47.033264,
2014/2015,Switzerland Super League,FC Sion,12,9,15,47,48,45,-1,7,7.376389,46.233333,
2014/2015,Switzerland Super League,FC St. Gallen,13,8,15,57,65,47,-8,6,9.306389,47.408333,
2014/2015,Switzerland Super League,FC Thun,13,13,10,47,45,52,2,4,7.606075,46.744817,
2014/2015,Switzerland Super League,FC Vaduz,7,10,19,28,59,31,-31,9,9.510277777,47.14027778,
2014/2015,Switzerland Super League,FC Zürich,15,8,13,55,48,53,7,3,8.503801,47.382791,
2014/2015,Switzerland Super League,Grasshopper Club Zürich,11,10,15,50,56,43,-6,8,8.503801,47.382791,
2015/2016,Belgium Jupiler League,Club Brugge KV,21,1,8,64,30,64,34,1,3.181311,51.193269,
2015/2016,Belgium Jupiler League,KAA Gent,17,9,4,56,29,60,27,2,3.766111,51.031389,
2015/2016,Belgium Jupiler League,KRC Genk,14,6,10,42,30,48,12,5,5.533333,51.005,
2015/2016,Belgium Jupiler League,KV Kortrijk,10,9,11,31,35,39,-4,9,3.248889,50.830278,
2015/2016,Belgium Jupiler League,KV Mechelen,10,7,13,48,50,37,-2,10,4.486389,51.037222,
2015/2016,Belgium Jupiler League,KV Oostende,14,7,9,55,44,49,11,4,2.884603927,51.21714229,
2015/2016,Belgium Jupiler League,KVC Westerlo,7,9,14,35,59,30,-24,15,4.928333,51.094722,
2015/2016,Belgium Jupiler League,Oud-Heverlee Leuven,7,8,15,42,53,29,-11,16,4.694167,50.868333,
2015/2016,Belgium Jupiler League,RSC Anderlecht,15,10,5,51,29,55,22,3,4.298333,50.834167,
2015/2016,Belgium Jupiler League,Royal Excel Mouscron,7,9,14,39,51,30,-12,13,3.211082,50.733953,
2015/2016,Belgium Jupiler League,SV Zulte-Waregem,12,7,11,51,50,43,1,6,3.428889,50.883056,
2015/2016,Belgium Jupiler League,Sint-Truidense VV,8,6,16,28,47,30,-19,14,5.165278,50.813611,
2015/2016,Belgium Jupiler League,Sporting Charleroi,10,9,11,36,39,39,-3,8,4.452710141,50.41485542,
2015/2016,Belgium Jupiler League,Sporting Lokeren,8,10,12,35,40,34,-5,11,3.985900182,51.11556272,
2015/2016,Belgium Jupiler League,Standard de Liège,12,5,13,41,51,41,-10,7,5.544487505,50.60999871,
2015/2016,Belgium Jupiler League,Waasland-Beveren,9,6,15,40,57,33,-17,12,4.243931,51.214139,
2015/2016,England Premier League,Arsenal,20,11,7,65,36,71,29,2,27.501339,-29.310975,
2015/2016,England Premier League,Aston Villa,3,8,27,27,76,17,-49,20,-1.884722222,52.50916667,
2015/2016,England Premier League,Bournemouth,11,9,18,45,67,42,-22,16,-1.88675,50.74702778,
2015/2016,England Premier League,Chelsea,12,14,12,59,53,50,6,10,-0.191111111,51.48166667,
2015/2016,England Premier League,Crystal Palace,11,9,18,39,51,42,-12,15,-0.0705,51.4203,
2015/2016,England Premier League,Everton,11,14,13,59,55,47,4,11,-2.966388888,53.43888889,
2015/2016,England Premier League,Leicester City,23,12,3,68,36,81,32,1,-1.142222222,52.62027778,
2015/2016,England Premier League,Liverpool,16,12,10,63,50,60,13,8,-2.960833333,53.43083333,
2015/2016,England Premier League,Manchester City,19,9,10,71,41,66,30,4,-2.200277777,53.48305556,
2015/2016,England Premier League,Manchester United,19,9,10,49,35,66,14,5,-2.291388888,53.46305556,
2015/2016,England Premier League,Newcastle United,9,10,19,44,65,37,-21,18,-1.621666666,54.97555556,
2015/2016,England Premier League,Norwich City,9,7,22,39,67,34,-28,19,1.308653,52.622128,
2015/2016,England Premier League,Southampton,18,9,11,59,41,63,18,6,-1.39111111,50.90583333,
2015/2016,England Premier League,Stoke City,14,9,15,41,55,51,-14,9,-2.175555555,52.98833333,
2015/2016,England Premier League,Sunderland,9,12,17,48,62,39,-14,17,-1.3882,54.9144,
2015/2016,England Premier League,Swansea City,12,11,15,42,52,47,-10,12,-3.9351,51.6422,
2015/2016,England Premier League,Tottenham Hotspur,19,13,6,69,35,70,34,3,-0.066388888,51.60444444,
2015/2016,England Premier League,Watford,12,9,17,40,50,45,-10,13,-0.401606,51.649928,
2015/2016,England Premier League,West Bromwich Albion,10,13,15,34,48,43,-14,14,-1.963888888,52.50916667,
2015/2016,England Premier League,West Ham United,16,14,8,65,51,62,14,7,-0.016388888,51.53861111,
2015/2016,France Ligue 1,AS Monaco,17,14,7,57,50,65,7,3,7.415556,43.727778,
2015/2016,France Ligue 1,AS Saint-Étienne,17,7,14,42,37,58,5,6,4.39,45.460833,
2015/2016,France Ligue 1,Angers SCO,13,11,14,40,38,50,2,9,-0.530741,47.460458,
2015/2016,France Ligue 1,ES Troyes AC,3,9,26,28,83,18,-55,20,4.098458,48.307561,
2015/2016,France Ligue 1,En Avant de Guingamp,11,11,16,47,56,44,-9,16,-3.164597222,48.56628611,
2015/2016,France Ligue 1,FC Lorient,11,13,14,47,58,46,-11,15,-3.369733,47.748256,
2015/2016,France Ligue 1,FC Nantes,12,12,14,33,44,48,-11,14,-1.525278,47.255556,
2015/2016,France Ligue 1,GFC Ajaccio,8,13,17,37,58,37,-21,19,8.771960685,41.95066221,
2015/2016,France Ligue 1,Girondins de Bordeaux,12,14,12,50,57,50,-7,11,-0.563333,44.896944,
2015/2016,France Ligue 1,LOSC Lille,15,15,8,39,27,60,12,5,3.067614316,50.63678193,
2015/2016,France Ligue 1,Montpellier Hérault SC,14,7,17,49,47,49,2,12,3.930685964,43.61275576,
2015/2016,France Ligue 1,OGC Nice,18,9,11,58,41,63,17,4,7.192583333,43.70513889,
2015/2016,France Ligue 1,Olympique Lyonnais,19,8,11,67,43,65,24,2,4.982131,45.765224,
2015/2016,France Ligue 1,Olympique de Marseille,10,18,10,48,42,48,6,13,5.395833333,43.26972222,
2015/2016,France Ligue 1,Paris Saint-Germain,30,6,2,102,19,96,83,1,2.253055555,48.84138889,
2015/2016,France Ligue 1,SC Bastia,14,8,16,36,42,50,-6,10,9.442619,42.6514,
2015/2016,France Ligue 1,SM Caen,16,6,16,39,52,54,-13,7,-0.395893731,49.17966417,
2015/2016,France Ligue 1,Stade Rennais FC,13,13,12,52,54,52,-2,8,-1.712861111,48.10747222,
2015/2016,France Ligue 1,Stade de Reims,10,9,19,44,57,39,-13,18,4.025,49.246667,
2015/2016,France Ligue 1,Toulouse FC,9,13,16,45,55,40,-10,17,1.434055,43.583296,
2015/2016,Germany 1. Bundesliga,1. FC Köln,10,13,11,38,42,43,-4,9,6.875,50.933611,
2015/2016,Germany 1. Bundesliga,1. FSV Mainz 05,14,8,12,46,42,50,4,6,8.322268157,49.96242212,
2015/2016,Germany 1. Bundesliga,Bayer 04 Leverkusen,18,6,10,56,40,60,16,3,7.002205555,51.03825556,
2015/2016,Germany 1. Bundesliga,Borussia Dortmund,24,6,4,82,34,78,48,2,7.451667,51.4925,
2015/2016,Germany 1. Bundesliga,Borussia Mönchengladbach,17,4,13,67,50,55,17,4,6.385463888,51.17458333,
2015/2016,Germany 1. Bundesliga,Eintracht Frankfurt,9,9,16,34,52,36,-18,16,8.645278,50.068611,
2015/2016,Germany 1. Bundesliga,FC Augsburg,9,11,14,42,52,38,-10,12,10.8859261,48.3233205,
2015/2016,Germany 1. Bundesliga,FC Bayern Munich,28,4,2,80,17,88,63,1,11.574444,48.110833,
2015/2016,Germany 1. Bundesliga,FC Ingolstadt 04,10,10,14,33,42,40,-9,11,11.485,48.74555556,
2015/2016,Germany 1. Bundesliga,FC Schalke 04,15,7,12,51,49,52,2,5,7.067588888,51.55450278,
2015/2016,Germany 1. Bundesliga,Hamburger SV,11,8,15,40,46,41,-6,10,9.898611,53.586944,
2015/2016,Germany 1. Bundesliga,Hannover 96,7,4,23,31,62,25,-31,18,9.731111,52.36,
2015/2016,Germany 1. Bundesliga,Hertha BSC Berlin,14,8,12,42,42,50,0,7,13.23944444,52.51472222,
2015/2016,Germany 1. Bundesliga,SV Darmstadt 98,9,11,14,38,53,38,-15,13,8.672222,49.857778,
2015/2016,Germany 1. Bundesliga,SV Werder Bremen,10,8,16,50,65,38,-15,14,8.8375,53.066389,
2015/2016,Germany 1. Bundesliga,TSG 1899 Hoffenheim,9,10,15,39,54,37,-15,15,8.84212,49.2783,
2015/2016,Germany 1. Bundesliga,VfB Stuttgart,9,6,19,50,75,33,-25,17,9.231944,48.792222,
2015/2016,Germany 1. Bundesliga,VfL Wolfsburg,12,9,13,47,49,45,-2,8,10.807511,52.434577,
2015/2016,Italy Serie A,Atalanta,11,12,15,41,47,45,-6,13,9.680833,45.708889,
2015/2016,Italy Serie A,Bologna,11,9,18,33,45,42,-12,14,11.309719,44.49362,
2015/2016,Italy Serie A,Carpi,9,11,18,37,57,38,-20,18,10.923333,44.653611,
2015/2016,Italy Serie A,Chievo Verona,13,11,14,43,45,50,-2,9,10.968647,45.435356,
2015/2016,Italy Serie A,Empoli,12,10,16,40,49,46,-9,11,10.955,43.726389,
2015/2016,Italy Serie A,Fiorentina,18,10,10,60,42,64,18,5,11.282258,43.780822,
2015/2016,Italy Serie A,Frosinone,8,7,23,35,76,31,-41,19,13.321866,41.63426,
2015/2016,Italy Serie A,Genoa,13,7,18,45,48,46,-3,10,8.952428,44.416431,
2015/2016,Italy Serie A,Hellas Verona,5,13,20,34,63,28,-29,20,10.968647,45.435356,
2015/2016,Italy Serie A,Inter,20,7,11,50,38,67,12,4,9.124,45.47808,
2015/2016,Italy Serie A,Juventus,29,4,5,75,20,91,55,1,-88.57027778,18.08305556,
2015/2016,Italy Serie A,Lazio,15,9,14,52,52,54,0,8,12.454714,41.933872,
2015/2016,Italy Serie A,Milan,15,12,11,49,43,57,6,7,14.30720933,41.08379544,
2015/2016,Italy Serie A,Napoli,25,7,6,80,32,82,48,2,14.26338465,40.88798394,
2015/2016,Italy Serie A,Palermo,10,9,19,38,65,39,-27,17,13.342275,38.152767,
2015/2016,Italy Serie A,Roma,23,11,4,83,41,80,42,3,12.454714,41.933872,
2015/2016,Italy Serie A,Sampdoria,10,10,18,48,61,40,-13,15,8.952428,44.416431,
2015/2016,Italy Serie A,Sassuolo,16,13,9,49,40,61,9,6,10.649722,44.714722,
2015/2016,Italy Serie A,Torino,12,9,17,52,55,45,-3,12,7.65,45.041667,
2015/2016,Italy Serie A,Udinese,10,9,19,35,60,39,-25,16,13.200136,46.081603,
2015/2016,Netherlands Eredivisie,ADO Den Haag,10,13,11,48,49,43,-1,11,4.383056,52.062778,
2015/2016,Netherlands Eredivisie,AZ,18,5,11,70,53,59,17,4,4.741630263,52.61271589,
2015/2016,Netherlands Eredivisie,Ajax,25,7,2,81,21,82,60,2,4.940442856,52.31420074,
2015/2016,Netherlands Eredivisie,De Graafschap,5,8,21,39,66,23,-27,17,6.309722,51.955833,
2015/2016,Netherlands Eredivisie,Excelsior,7,9,18,34,60,30,-26,15,4.520556,51.916944,
2015/2016,Netherlands Eredivisie,FC Groningen,14,8,12,41,48,50,-7,7,6.591388888,53.20611111,
2015/2016,Netherlands Eredivisie,FC Twente,12,7,15,49,64,43,-15,12,6.8375,52.23666667,
2015/2016,Netherlands Eredivisie,FC Utrecht,15,8,11,57,48,53,9,5,5.145833333,52.07833333,
2015/2016,Netherlands Eredivisie,Feyenoord,19,6,9,62,40,63,22,3,4.523252777,51.89389444,
2015/2016,Netherlands Eredivisie,Heracles Almelo,14,9,11,47,49,51,-2,6,6.649722,52.338611,
2015/2016,Netherlands Eredivisie,N.E.C.,13,7,14,37,42,46,-5,10,5.836667,51.8225,
2015/2016,Netherlands Eredivisie,PEC Zwolle,14,6,14,56,54,48,2,8,6.121911,52.517292,
2015/2016,Netherlands Eredivisie,PSV,26,6,2,88,32,84,56,1,5.4674,51.4417,
2015/2016,Netherlands Eredivisie,Roda JC Kerkrade,8,10,16,34,55,34,-21,14,6.005833333,50.85694444,
2015/2016,Netherlands Eredivisie,SC Cambuur,3,9,22,33,79,18,-46,18,5.814722,53.205278,
2015/2016,Netherlands Eredivisie,SC Heerenveen,11,9,14,46,61,42,-15,13,5.936111,52.958611,
2015/2016,Netherlands Eredivisie,Vitesse,12,10,12,55,38,46,17,9,5.893056,51.9625,
2015/2016,Netherlands Eredivisie,Willem II,6,11,17,35,53,29,-18,16,5.066944,51.542778,
2015/2016,Poland Ekstraklasa,Cracovia,12,9,9,57,42,45,15,4,19.919722,50.058056,
2015/2016,Poland Ekstraklasa,Górnik Łęczna,8,7,15,30,43,31,-13,15,22.5575,51.2319,
2015/2016,Poland Ekstraklasa,Jagiellonia Białystok,10,5,15,37,54,35,-17,12,23.148889,53.105556,
2015/2016,Poland Ekstraklasa,Korona Kielce,9,10,11,32,37,37,-5,11,20.624722,50.861389,
2015/2016,Poland Ekstraklasa,Lech Poznań,13,4,13,37,38,43,-1,6,16.858056,52.397222,
2015/2016,Poland Ekstraklasa,Lechia Gdańsk,10,9,11,45,37,39,8,7,18.640278,54.39,
2015/2016,Poland Ekstraklasa,Legia Warszawa,17,9,4,58,28,60,30,1,21.04099453,52.22149029,
2015/2016,Poland Ekstraklasa,Piast Gliwice,17,7,6,49,36,58,13,2,18.695866,50.306583,
2015/2016,Poland Ekstraklasa,Podbeskidzie Bielsko-Biała,9,11,10,37,46,38,-9,9,19.054267,49.817419,
2015/2016,Poland Ekstraklasa,Pogoń Szczecin,10,16,4,36,30,46,6,3,14.51688356,53.43722011,
2015/2016,Poland Ekstraklasa,Polonia Bytom,4,14,12,33,46,26,-13,16,18.89871667,50.35755833,
2015/2016,Poland Ekstraklasa,Ruch Chorzów,11,6,13,37,46,39,-9,8,18.944178,50.282203,
2015/2016,Poland Ekstraklasa,Termalica Bruk-Bet Nieciecza,8,9,13,33,43,33,-10,14,20.84916746,50.1584249,
2015/2016,Poland Ekstraklasa,Wisła Kraków,8,13,9,45,35,37,10,10,19.911944,50.063611,
2015/2016,Poland Ekstraklasa,Zagłębie Lubin,12,9,9,41,37,45,4,5,16.1975,51.413333,
2015/2016,Poland Ekstraklasa,Śląsk Wrocław,8,10,12,28,37,34,-9,13,16.944094,51.141797,
2015/2016,Portugal Liga ZON Sagres,Académica de Coimbra,5,10,19,32,60,25,-28,18,-8.407777777,40.20333333,
2015/2016,Portugal Liga ZON Sagres,Boavista FC,8,9,17,24,41,33,-17,14,-8.642777777,41.16222222,
2015/2016,Portugal Liga ZON Sagres,CD Nacional,10,8,16,40,56,38,-16,11,-16.883525,32.670625,
2015/2016,Portugal Liga ZON Sagres,CF Os Belenenses,10,11,13,44,66,41,-22,9,-9.207778,38.702778,
2015/2016,Portugal Liga ZON Sagres,CS Marítimo,10,5,19,45,63,35,-18,13,-16.928331,32.645561,
2015/2016,Portugal Liga ZON Sagres,Estoril Praia,13,8,13,40,41,47,-1,8,-9.406,38.716,
2015/2016,Portugal Liga ZON Sagres,FC Arouca,13,15,6,47,38,54,9,5,-8.24861111,40.92833333,
2015/2016,Portugal Liga ZON Sagres,FC Paços de Ferreira,13,10,11,43,42,49,1,7,-8.385581,41.271353,
2015/2016,Portugal Liga ZON Sagres,FC Porto,23,4,7,67,30,73,37,3,-8.544874,41.066863,
2015/2016,Portugal Liga ZON Sagres,Moreirense FC,9,9,16,38,54,36,-16,12,-8.354761,41.378089,
2015/2016,Portugal Liga ZON Sagres,Rio Ave FC,14,8,12,44,44,50,0,6,-8.740186,41.362756,
2015/2016,Portugal Liga ZON Sagres,SC Braga,16,10,8,54,35,58,19,4,-8.4308,41.5624,
2015/2016,Portugal Liga ZON Sagres,SL Benfica,29,1,4,88,22,88,66,1,-9.184680555,38.75267778,
2015/2016,Portugal Liga ZON Sagres,Sporting CP,27,5,2,79,21,86,58,2,-9.160783333,38.76119444,
2015/2016,Portugal Liga ZON Sagres,Tondela,8,6,20,34,54,30,-20,15,-8.08282,40.512,
2015/2016,Portugal Liga ZON Sagres,Uniao da Madeira,7,8,19,27,50,29,-23,17,-16.8998115,32.64908744,
2015/2016,Portugal Liga ZON Sagres,Vitória Guimarães,9,13,12,45,53,40,-8,10,-8.300066156,41.44587634,
2015/2016,Portugal Liga ZON Sagres,Vitória Setúbal,6,12,16,40,61,30,-21,16,-8.88978488,38.53144068,
2015/2016,Scotland Premier League,Aberdeen,22,5,11,62,48,71,14,2,-2.088888888,57.15916667,
2015/2016,Scotland Premier League,Celtic,26,8,4,93,31,86,62,1,-23.512222,14.916111,
2015/2016,Scotland Premier League,Dundee FC,11,15,12,53,57,48,-4,7,-2.973194,56.475264,
2015/2016,Scotland Premier League,Dundee United,8,7,23,45,70,31,-25,12,-2.968961,56.474703,
2015/2016,Scotland Premier League,Hamilton Academical FC,11,10,17,42,63,43,-21,10,-4.0585,55.7822,
2015/2016,Scotland Premier League,Heart of Midlothian,18,11,9,59,40,65,19,3,-3.232222,55.939167,
2015/2016,Scotland Premier League,Inverness Caledonian Thistle,14,10,14,54,48,52,6,5,-4.2175,57.494722,
2015/2016,Scotland Premier League,Kilmarnock,9,9,20,41,64,36,-23,11,-4.508122,55.604225,
2015/2016,Scotland Premier League,Motherwell,15,5,18,47,63,50,-16,6,-3.980078,55.779947,
2015/2016,Scotland Premier League,Partick Thistle F.C.,12,10,16,41,50,46,-9,9,-4.269639,55.881556,
2015/2016,Scotland Premier League,Ross County FC,14,6,18,55,61,48,-6,8,-4.41891,57.5959,
2015/2016,Scotland Premier League,St. Johnstone FC,16,8,14,58,55,56,3,4,-3.476928,56.409686,
2015/2016,Spain LIGA BBVA,Athletic Club de Bilbao,18,8,12,58,45,62,13,5,-2.949369,43.264205,
2015/2016,Spain LIGA BBVA,Atlético Madrid,28,4,6,63,18,88,45,3,-3.599444,40.436111,
2015/2016,Spain LIGA BBVA,FC Barcelona,29,4,5,112,29,91,83,1,2.12005,41.380081,
2015/2016,Spain LIGA BBVA,Getafe CF,9,9,20,37,67,36,-30,19,-3.714722,40.325556,
2015/2016,Spain LIGA BBVA,Granada CF,10,9,19,46,69,39,-23,17,-3.595736,37.152967,
2015/2016,Spain LIGA BBVA,Levante UD,8,8,22,37,70,32,-33,20,-0.364167,39.494722,
2015/2016,Spain LIGA BBVA,Málaga CF,12,12,14,38,35,48,3,8,-4.427226608,36.73438436,
2015/2016,Spain LIGA BBVA,RC Celta de Vigo,17,9,12,51,59,60,-8,6,-8.673340348,42.24705444,
2015/2016,Spain LIGA BBVA,RC Deportivo de La Coruña,8,18,12,45,61,42,-16,15,-8.417372,43.368667,
2015/2016,Spain LIGA BBVA,RCD Espanyol,12,7,19,40,74,43,-34,14,2.075667,41.347861,
2015/2016,Spain LIGA BBVA,Rayo Vallecano,9,11,18,52,73,38,-21,18,-3.658961,40.391944,
2015/2016,Spain LIGA BBVA,Real Betis Balompié,11,12,15,34,52,45,-18,10,-5.981611,37.356403,
2015/2016,Spain LIGA BBVA,Real Madrid CF,28,6,4,110,34,90,76,2,-3.68835,40.45306,
2015/2016,Spain LIGA BBVA,Real Sociedad,13,9,16,45,48,48,-3,9,-1.973617,43.301378,
2015/2016,Spain LIGA BBVA,Real Sporting de Gijón,10,9,19,40,62,39,-22,16,-5.68056,43.4981,
2015/2016,Spain LIGA BBVA,SD Eibar,11,10,17,49,61,43,-12,13,-2.475803,43.181706,
2015/2016,Spain LIGA BBVA,Sevilla FC,14,10,14,51,50,52,1,7,-5.970467,37.383878,
2015/2016,Spain LIGA BBVA,UD Las Palmas,12,8,18,45,53,44,-8,12,-15.45755367,28.10933511,
2015/2016,Spain LIGA BBVA,Valencia CF,11,11,16,46,48,44,-2,11,-0.358333,39.474722,
2015/2016,Spain LIGA BBVA,Villarreal CF,18,10,10,44,35,64,9,4,-0.11501,39.94046,
2015/2016,Switzerland Super League,BSC Young Boys,20,9,7,78,47,69,31,2,7.465,46.962778,
2015/2016,Switzerland Super League,FC Basel,26,5,5,88,38,83,50,1,7.62,47.541389,
2015/2016,Switzerland Super League,FC Luzern,15,9,12,59,50,54,9,3,8.305187,47.033264,
2015/2016,Switzerland Super League,FC Sion,14,8,14,52,49,50,3,5,7.376389,46.233333,
2015/2016,Switzerland Super League,FC St. Gallen,10,8,18,41,66,38,-25,7,9.306389,47.408333,
2015/2016,Switzerland Super League,FC Thun,10,11,15,45,54,41,-9,6,7.606075,46.744817,
2015/2016,Switzerland Super League,FC Vaduz,7,15,14,44,60,36,-16,8,9.510277777,47.14027778,
2015/2016,Switzerland Super League,FC Zürich,7,13,16,48,71,34,-23,10,8.503801,47.382791,
2015/2016,Switzerland Super League,Grasshopper Club Zürich,15,8,13,65,56,53,9,4,8.503801,47.382791,
2015/2016,Switzerland Super League,Lugano,9,8,19,46,75,35,-29,9,8.961667,46.023611,
